id,type,category,name_c,name_j,name_e,obtainedFrom,buy,sell,seasonalAvailability,villagerEquippable,styles,themes,DIY,diyInfoMaterials,diyInfoObtainedFrom,diyInfoSourceNotes,filename,version,variations
266,clothes,上身,民族風刺繡罩衫,ペザントブラウス,peasant blouse,裁縫店,1680,420,全年,True,優雅,"['日常生活', '度假']",False,,,,TopsTexTopTshirtsLPeasant0,1.0.0,5
267,clothes,套裝,居家洋裝,ネグリジェ,nightgown,裁縫店,2100,525,全年,True,優雅,"['童話世界', '悠閒']",False,,,,TopsTexOnepieceAlongHNegligee4,1.0.0,5
268,clothes,套裝,柔道服,じゅうどうぎ,judogi,裁縫店,1760,440,全年,True,活潑,"['運動', '工作']",False,,,,TopsTexOnepieceOverallLJudo0,1.0.0,2
269,clothes,下身,破洞牛仔短褲,あなあきショートデニム,worn-out cutoffs,裁縫店,960,240,夏季,False,酷感,"['日常生活', '度假']",False,,,,BottomsTexPantsHotDenimholes0,1.0.0,4
270,clothes,下身,圓點長裙,みずたまロングスカート,long polka skirt,裁縫店,1300,325,夏季,False,簡單,"['日常生活', '度假']",False,,,,BottomsTexSkirtLongDot0,1.0.0,8
271,clothes,上身,無肩帶背心,チューブトップ,tube top,裁縫店,640,160,夏季,True,可愛,"['悠閒', '舞台', '度假']",False,,,,TopsTexTopTshirtsNTubetop3,1.0.0,7
272,clothes,下身,條紋油漆工褲,ヒッコリーのペインターパンツ,hickory-stripe pants,裁縫店,1560,390,全年,False,簡單,"['日常生活', '戶外活動', '運動']",False,,,,BottomsTexPantsWideHickory1,1.0.0,2
273,clothes,下身,鏈條褲,チェーンつきパンツ,chain pants,裁縫店,1300,325,全年,False,酷感,"['日常生活', '舞台']",False,,,,BottomsTexPantsNormalChain2,1.0.0,4
274,clothes,下身,羽絨褲,ダウンパンツ,down pants,裁縫店,1120,280,冬季,False,活潑,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsNormalDown3,1.0.0,8
275,clothes,下身,卡其長裙,ロングチノスカート,long chino skirt,裁縫店,1560,390,全年,False,簡單,"['日常生活', '悠閒']",False,,,,BottomsTexSkirtLongChino4,1.0.0,5
276,clothes,套裝,粗橫紋連身裙,ボーダーワンピース,striped dress,裁縫店,1600,400,全年,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexOnepieceAlineLBorder5,1.0.0,8
277,clothes,飾品,雙樑眼鏡,ダブルブリッジめがね,double-bridge glasses,裁縫店,1100,275,全年,True,優雅,"['悠閒', '度假', '工作']",False,,,,AccessoryGlassDoublebridge2,1.0.0,4
279,clothes,套裝,棉麻連身裙,リネンワンピース,linen dress,裁縫店,1600,400,全年,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexOnepieceAlineHLinen3,1.0.0,5
280,clothes,下身,羽絨裙,ダウンスカート,down skirt,裁縫店,1040,260,冬季,False,活潑,"['日常生活', '戶外活動']",False,,,,BottomsTexSkirtBoxDown3,1.0.0,8
281,clothes,上身,健身坦克背心,マッスルタンクトップ,muscle tank,裁縫店,640,160,全年,True,活潑,"['戶外活動', '運動']",False,,,,TopsTexTopTshirtsNMuscle0,1.0.0,8
282,clothes,套裝,魔術師長袍,まじゅつしのローブ,wizard's robe,裁縫店,4000,1000,全年,True,華麗,"['童話世界', '派對']",False,,,,TopsTexOnepieceRobeLWizard0,1.0.0,2
283,clothes,下身,牛仔短褲,デニムショートパンツ,denim cutoffs,裁縫店,1120,280,全年,False,簡單,"['日常生活', '度假']",False,,,,BottomsTexPantsHotDenim0,1.0.0,5
284,clothes,上身,短袖粗橫紋T恤,はんそでボーダーＴシャツ,striped tee,裁縫店,800,200,夏季,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexTopTshirtsHBorder5,1.0.0,6
285,clothes,上身,羽絨背心,ダウンベスト,puffy vest,裁縫店,1250,312,冬季,True,簡單,"['日常生活', '戶外活動']",False,,,,TopsTexTopOuterLDownvest4,1.0.0,5
286,clothes,飾品,瓶底眼鏡,ビンぞこめがね,glass-bottle glasses,裁縫店,1100,275,全年,True,簡單,"['悠閒', '工作']",False,,,,AccessoryGlassBottleBlack,1.0.0,1
287,clothes,下身,棉裙,スウェットスカート,sporty skirt,裁縫店,800,200,全年,False,簡單,"['日常生活', '悠閒']",False,,,,BottomsTexSkirtBoxSweat0,1.0.0,4
288,clothes,上身,教練外套,コーチジャケット,nylon jacket,裁縫店,1120,280,冬季,True,酷感,"['戶外活動', '運動']",False,,,,TopsTexTopYshirtsLCoach0,1.0.0,4
289,clothes,上身,長袍大衣,ガウンコート,gown coat,裁縫店,2000,500,冬季,True,優雅,['日常生活'],False,,,,TopsTexTopCoatLGowncoat1,1.0.0,4
290,clothes,上身,千鳥格紋針織罩衫,ちどりのカーディガン,plover cardigan,裁縫店,1440,360,冬季,True,可愛,"['日常生活', '正式', '派對', '工作']",False,,,,TopsTexTopTshirtsLChidori1,1.0.0,3
291,clothes,套裝,繞頸連身裙,ホルターネックのワンピース,striped halter dress,裁縫店,1500,375,夏季,True,優雅,"['日常生活', '悠閒', '度假']",False,,,,TopsTexOnepieceAlineNHalterneckstripe0,1.0.0,4
292,clothes,上身,口袋T恤,ポケットつきＴシャツ,pocket tee,裁縫店,560,140,夏季,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexTopTshirtsHPocketshirts0,1.0.0,8
293,clothes,套裝,巫女服,みこしょうぞく,miko attire,裁縫店,2240,560,全年,True,優雅,['工作'],False,,,,TopsTexOnepieceKimonoLMiko0,1.0.0,2
294,clothes,套裝,海盜連身裙,かいぞくのワンピース,pirate dress,海盜,,630,全年,True,酷感,"['童話世界', '恐怖', '舞台']",False,,,,TopsTexOnepieceBalloonHPirate2,1.3.0,3
295,clothes,下身,燈芯絨裙,コーデュロイスカート,corduroy skirt,裁縫店,1040,260,全年,False,簡單,['日常生活'],False,,,,BottomsTexSkirtBoxCorduroy4,1.0.0,6
296,clothes,下身,闊腿褲,ガウチョパンツ,gaucho pants,裁縫店,880,220,全年,False,簡單,"['正式', '工作']",False,,,,BottomsTexPantsWideGaucho0,1.0.0,5
297,clothes,套裝,摩登少女連身裙,モガなワンピース,retro sleeveless dress,裁縫店,1600,400,全年,True,優雅,['派對'],False,,,,TopsTexOnepieceBoxNModern2,1.0.0,5
298,clothes,上身,緊身針織衫,スリムニット,tight-knit sweater,裁縫店,800,200,全年,True,簡單,['日常生活'],False,,,,TopsTexTopYshirtsLSlimknit2,1.0.0,3
299,clothes,下身,皮裙,レザースカート,pleather skirt,裁縫店,1300,325,全年,False,酷感,"['日常生活', '戶外活動']",False,,,,BottomsTexSkirtBoxLeather0,1.0.0,6
300,clothes,上身,學院風針織罩衫,カレッジカーディガン,college cardigan,裁縫店,1200,300,全年,True,簡單,['日常生活'],False,,,,TopsTexTopOuterLCollegecardigan4,1.0.0,5
301,clothes,下身,流蘇裙,フリンジスカート,fringe skirt,裁縫店,1560,390,全年,False,簡單,"['日常生活', '度假']",False,,,,BottomsTexSkirtBoxFringe2,1.0.0,7
302,clothes,套裝,和服褶裙,はかま,hakama,裁縫店,3180,795,全年,True,優雅,"['正式', '派對']",False,,,,TopsTexOnepieceKimonoLHakama1,1.0.0,3
303,clothes,上身,前綁結T恤,まえむすびＴシャツ,front-tie tee,裁縫店,640,160,夏季,True,活潑,"['日常生活', '悠閒', '度假']",False,,,,TopsTexTopTshirtsHKnot1,1.0.0,4
304,clothes,套裝,全身緊身衣,ぜんしんタイツ,full-body tights,裁縫店,1120,280,全年,True,簡單,"['派對', '舞台']",False,,,,TopsTexOnepieceOverallLTights1,1.0.0,8
305,clothes,下身,牛仔油漆工褲,デニムのペインターパンツ,denim painter's pants,裁縫店,1560,390,全年,False,簡單,"['日常生活', '戶外活動']",False,,,,BottomsTexPantsWideDenim0,1.0.0,5
306,clothes,上身,燙金圖案T恤,ゴールドプリントＴシャツ,gold-print tee,裁縫店,1120,280,夏季,True,酷感,"['派對', '悠閒']",False,,,,TopsTexTopTshirtsHGoldprint1,1.0.0,2
307,clothes,套裝,下水褲,ウェーダー,fishing waders,裁縫店,2000,500,全年,True,簡單,"['戶外活動', '運動']",False,,,,TopsTexOnepieceOverallLWaders3,1.0.0,4
308,clothes,下身,中華風七分褲,チャイナなクロップドパンツ,silk floral-print pants,裁縫店,1440,360,全年,False,可愛,['日常生活'],False,,,,BottomsTexPantsNormalChinashort3,1.0.0,7
309,clothes,下身,中華風褲子,チャイナなズボン,silk pants,裁縫店,1440,360,全年,False,優雅,"['日常生活', '正式']",False,,,,BottomsTexPantsNormalChina4,1.0.0,5
310,clothes,下身,功夫褲,カンフーなズボン,kung-fu pants,裁縫店,1680,420,全年,False,簡單,"['日常生活', '運動']",False,,,,BottomsTexPantsWideKungfu1,1.0.0,5
311,clothes,套裝,魔法洋裝,マジカルなドレス,magical dress,裁縫店,3180,795,全年,True,可愛,"['童話世界', '舞台']",False,,,,TopsTexOnepieceBalloonHMagical0,1.0.0,8
312,clothes,下身,草裙,こしみの,grass skirt,DIY,,140,全年,False,活潑,"['戶外活動', '度假']",True,"[{'count': 7, 'itemName': '雜草'}]",['普通型村民'],,BottomsTexSkirtBoxGrass0,1.0.0,1
313,clothes,套裝,禮服小外套,ボレロコート,bolero coat,裁縫店,2080,520,冬季,True,可愛,"['日常生活', '童話世界', '悠閒']",False,,,,TopsTexOnepieceAlineLBolerocoat0,1.0.0,4
314,clothes,套裝,公司制服,オフィスなふく,office uniform,裁縫店,1600,400,全年,True,簡單,"['正式', '工作']",False,,,,TopsTexOnepieceBoxLOffice2,1.0.0,3
315,clothes,飾品,有裂痕的眼鏡,ヒビわれめがね,shattered glasses,回收箱,,10,全年,True,簡單,['恐怖'],False,,,,AccessoryGlassCrackBlack,1.0.0,1
316,clothes,上身,英文字母T恤,えいじＴシャツ,text shirt,裁縫店,800,200,全年,True,酷感,"['日常生活', '悠閒']",False,,,,TopsTexTopTshirtsLAlphabet1,1.0.0,3
317,clothes,套裝,珍珠長洋裝,パールつきロングドレス,full-length dress with pearls,裁縫店,2600,650,全年,True,華麗,"['童話世界', '正式', '派對', '舞台']",False,,,,TopsTexOnepieceAlongNPearl0,1.0.0,4
318,clothes,套裝,男性簡便和服,きながし,casual kimono,裁縫店,2000,500,全年,True,酷感,['日常生活'],False,,,,TopsTexOnepieceKimonoLKinagashi2,1.0.0,4
319,clothes,上身,鷹紋飛行外套,タカのスカジャン,hawk jacket,裁縫店,1750,437,冬季,True,活潑,['戶外活動'],False,,,,TopsTexTopOuterLSukajanhawkRed,1.0.0,1
320,clothes,套裝,簡樸洋裝,しっそなドレス,frugal dress,裁縫店,490,122,全年,True,簡單,"['童話世界', '恐怖']",False,,,,TopsTexOnepieceBalloonHSimple1,1.0.0,3
321,clothes,套裝,簡樸衣服,しっそなふく,frugal outfit,裁縫店,450,112,全年,True,簡單,"['童話世界', '恐怖']",False,,,,TopsTexOnepieceOverallLSimple1,1.0.0,3
322,clothes,套裝,晚禮服洋裝,タキシードドレス,chic tuxedo dress,裁縫店,2240,560,全年,True,可愛,"['童話世界', '派對', '舞台']",False,,,,TopsTexOnepieceBalloonNBunny0,1.0.0,4
323,clothes,套裝,刷毛睡衣,フリースパジャマ,fleece pj's,裁縫店,1800,450,冬季,True,可愛,"['童話世界', '悠閒']",False,,,,TopsTexOnepieceOverallLFleecepajama0,1.0.0,2
324,clothes,套裝,皮大衣,レザーコート,long pleather coat,裁縫店,1840,460,冬季,True,酷感,"['日常生活', '正式', '恐怖']",False,,,,TopsTexOnepieceAlongLLeathercoat0,1.0.0,3
325,clothes,套裝,浴巾,バスタオル,bath-towel wrap,裁縫店,630,157,全年,True,簡單,['悠閒'],False,,,,TopsTexOnepieceBoxNBathtowel1,1.0.0,7
326,clothes,上身,西裝,スーツ,business suitcoat,裁縫店,1960,490,全年,True,酷感,"['正式', '派對', '舞台', '工作']",False,,,,TopsTexTopYshirtsLSuits1,1.0.0,5
327,clothes,下身,喇叭褲,ベルボトムパンツ,bell-bottoms,裁縫店,1320,330,全年,False,華麗,['日常生活'],False,,,,BottomsTexPantsWideBellbottoms0,1.0.0,5
328,clothes,上身,學生服,がくせいふく,school jacket,裁縫店,1400,350,全年,True,簡單,"['日常生活', '正式']",False,,,,TopsTexTopYshirtsLGakuran0,1.0.0,7
329,clothes,上身,叛逆學生服,ヤンチャながくせいふく,after-school jacket,裁縫店,1050,262,全年,True,酷感,"['日常生活', '悠閒']",False,,,,TopsTexTopYshirtsLGakuranopen0,1.0.0,7
330,clothes,上身,斗篷大衣,ポンチョコート,poncho coat,裁縫店,2320,580,冬季,True,可愛,"['日常生活', '童話世界']",False,,,,TopsTexTopCoatLPompom0,1.0.0,4
331,clothes,下身,荷葉邊褲子,フリルつきパンツ,frilly pants,裁縫店,1200,300,全年,False,簡單,"['日常生活', '度假']",False,,,,BottomsTexPantsWideFrilled2,1.0.0,5
332,clothes,下身,帆船短褲,ヨットのショートパンツ,yacht shorts,裁縫店,840,210,夏季,False,可愛,"['悠閒', '度假']",False,,,,BottomsTexPantsHotYacht1,1.0.0,4
333,clothes,下身,多色五分褲,マルチカラーのハーフパンツ,multicolor shorts,裁縫店,1100,275,全年,False,活潑,"['日常生活', '戶外活動', '度假']",False,,,,BottomsTexPantsHalfMulticolor1,1.0.0,4
334,clothes,下身,清爽五分褲,きれいめハーフパンツ,formal shorts,裁縫店,840,210,全年,False,簡單,"['日常生活', '正式', '戶外活動', '度假']",False,,,,BottomsTexPantsHalfFormal0,1.0.0,8
335,clothes,下身,豹紋迷你裙,ヒョウがらミニスカート,leopard miniskirt,裁縫店,1820,455,全年,False,酷感,['日常生活'],False,,,,BottomsTexSkirtBoxLeopard1,1.0.0,6
336,clothes,下身,格紋長裙,チェックのロングスカート,long plaid skirt,裁縫店,1450,362,全年,False,簡單,"['日常生活', '悠閒']",False,,,,BottomsTexSkirtLongCheck0,1.0.0,4
337,clothes,上身,吸血鬼服,ヴァンパイアのふく,vampire costume,裁縫店,2600,650,全年,True,酷感,"['童話世界', '恐怖', '舞台']",False,,,,TopsTexTopCoatLVampire0,1.0.0,2
338,clothes,套裝,秋色格紋連身裙,あきいろチェックワンピース,loose fall dress,裁縫店,1800,450,全年,True,優雅,"['日常生活', '童話世界', '正式', '派對']",False,,,,TopsTexOnepieceBoxLAutumncheck0,1.0.0,4
339,clothes,下身,貴族褲子,きぞくのズボン,noble pants,裁縫店,4300,1075,全年,False,華麗,"['童話世界', '正式', '派對', '舞台']",False,,,,BottomsTexPantsNormalNoble2,1.0.0,8
340,clothes,套裝,方塊格紋連身裙,ブロックチェックワンピ,plaid-print dress,裁縫店,2000,500,夏季,True,可愛,"['日常生活', '童話世界', '度假']",False,,,,TopsTexOnepieceBalloonNBlockcheck1,1.0.0,4
341,clothes,上身,MA-1飛行外套,ＭＡ‐１,bomber-style jacket,裁縫店,1440,360,全年,True,酷感,"['日常生活', '戶外活動']",False,,,,TopsTexTopOuterLMaone1,1.0.0,4
342,clothes,上身,迷彩MA-1飛行外套,めいさいのＭＡ‐１,camo bomber-style jacket,裁縫店,1400,350,全年,True,酷感,"['日常生活', '戶外活動']",False,,,,TopsTexTopOuterLCamo0,1.0.0,3
343,clothes,套裝,蓬蓬蛋糕連身裙,フリフリワンピース,frilly dress,裁縫店,2000,500,全年,True,可愛,"['日常生活', '童話世界']",False,,,,TopsTexOnepieceAlongLFrilled0,1.0.0,4
344,clothes,下身,鳳梨夏威夷褲,パインがらアロハパンツ,pineapple aloha shorts,裁縫店,840,210,夏季,False,活潑,"['悠閒', '度假']",False,,,,BottomsTexPantsHalfAloha1,1.0.0,7
345,clothes,套裝,偶像服,アイドルなふく,dollhouse dress,裁縫店,2800,700,夏季,True,可愛,"['童話世界', '派對', '舞台', '度假', '工作']",False,,,,TopsTexOnepieceBalloonNIdleeightys6,1.0.0,7
346,clothes,上身,海浪日式棉襖外套,うみのはんてん,sea hanten shirt,裁縫店,1450,362,夏季,True,活潑,"['度假', '工作']",False,,,,TopsTexTopYshirtsLHanten1,1.0.0,2
347,clothes,下身,七分褲,クロップドパンツ,cropped pants,裁縫店,920,230,全年,False,簡單,"['日常生活', '正式', '工作']",False,,,,BottomsTexPantsNormalCropped1,1.0.0,8
348,clothes,套裝,波希米亞連身裙,ボヘミアンワンピ,Bohemian tunic dress,裁縫店,1900,475,全年,True,優雅,"['日常生活', '悠閒', '度假']",False,,,,TopsTexOnepieceBoxLBohemian1,1.0.0,3
349,clothes,下身,蓬蓬裙,フリルスカート,frilly skirt,裁縫店,1100,275,全年,False,可愛,"['日常生活', '童話世界', '派對', '悠閒', '舞台']",False,,,,BottomsTexSkirtAlineFrilled5,1.0.0,6
350,clothes,上身,仿馬海毛針織衫,モヘアふうニット,faux-hair sweater,裁縫店,1200,300,冬季,True,酷感,['悠閒'],False,,,,TopsTexTopOuterLMohair1,1.0.0,2
351,clothes,上身,太空連帽上衣,スペースパーカー,space parka,裁縫店,1680,420,全年,True,酷感,"['派對', '悠閒', '運動', '舞台']",False,,,,TopsTexTopOuterLSpaceparker0,1.0.0,2
352,clothes,上身,棒球襯衫,ベースボールシャツ,baseball shirt,裁縫店,1120,280,全年,True,活潑,"['運動', '工作']",False,,,,TopsTexTopTshirtsHBaseball4,1.0.0,6
353,clothes,上身,連帽上衣配外套,パーカーオンコート,parka undercoat,裁縫店,2320,580,冬季,True,酷感,['日常生活'],False,,,,TopsTexTopCoatLInparker4,1.0.0,6
354,clothes,上身,運動上衣,ワークアウトトップス,workout top,裁縫店,560,140,全年,True,活潑,"['戶外活動', '運動', '工作']",False,,,,TopsTexTopTshirtsNTraining1,1.0.0,3
355,clothes,上身,摩斯大衣,モッズコート,mod parka,裁縫店,1680,420,冬季,True,簡單,['日常生活'],False,,,,TopsTexTopCoatLMod0,1.0.0,2
356,clothes,上身,連帽上衣配T恤,パーカーオンＴシャツ,tee-parka combo,裁縫店,1400,350,全年,True,簡單,"['日常生活', '悠閒', '運動']",False,,,,TopsTexTopOuterLParkertshirt3,1.0.0,5
357,clothes,套裝,拼接寬版衛衣,きりかえビッグスウェット,oversized-sweats dress,裁縫店,1500,375,全年,True,活潑,"['日常生活', '悠閒', '運動']",False,,,,TopsTexOnepieceRibLSwitchsweat0,1.0.0,5
358,clothes,飾品,眼罩,アイマスク,eye mask,裁縫店,560,140,全年,True,簡單,['悠閒'],False,,,,AccessoryGlassMask2,1.0.0,6
359,clothes,下身,斜紋軟呢蓬蓬裙,ツイードフリルスカート,tweed frilly skirt,裁縫店,1560,390,全年,False,可愛,"['日常生活', '童話世界', '正式']",False,,,,BottomsTexSkirtAlineTweedfrill1,1.0.0,4
360,clothes,上身,愛心圍裙,ハートのエプロン,heart apron,裁縫店,1000,250,全年,True,可愛,"['童話世界', '工作']",False,,,,TopsTexTopCoatLHeartapron2,1.0.0,5
361,clothes,下身,休閒寬褲,ワイドイージーパンツ,casual pants,裁縫店,1100,275,全年,False,簡單,"['日常生活', '悠閒']",False,,,,BottomsTexPantsWideEasy1,1.0.0,6
362,clothes,套裝,綿羊服,ひつじなふく,sheep costume,裁縫店,1700,425,全年,True,可愛,"['童話世界', '派對', '舞台']",False,,,,TopsTexOnepieceRibNSheep0,1.0.0,4
363,clothes,套裝,向日葵連身裙,ひまわりのワンピース,sunflower dress,裁縫店,1500,375,夏季,True,可愛,"['日常生活', '童話世界', '度假']",False,,,,TopsTexOnepieceBalloonNSunflower0,1.0.0,3
364,clothes,上身,王子服,プリンスなふく,prince's tunic,裁縫店,4800,1200,全年,True,優雅,"['童話世界', '正式', '派對']",False,,,,TopsTexTopCoatLPrince3,1.0.0,5
365,clothes,下身,迷彩裙,めいさいスカート,camo skirt,裁縫店,1300,325,全年,False,酷感,"['日常生活', '戶外活動']",False,,,,BottomsTexSkirtBoxCamo0,1.0.0,7
366,clothes,上身,交通警察服,こうつうゆうどうのふく,safety vest,裁縫店,1200,300,全年,True,活潑,['工作'],False,,,,TopsTexTopYshirtsHTraffic0,1.0.0,2
367,clothes,上身,燕尾服,えんびふく,tailcoat,裁縫店,2500,625,全年,True,優雅,"['正式', '派對', '舞台']",False,,,,TopsTexTopCoatLTailcoat1,1.0.0,2
368,clothes,套裝,提洛爾吊帶褲,チロリアンなオーバーオール,alpinist overalls,裁縫店,2520,630,全年,True,優雅,"['日常生活', '正式']",False,,,,TopsTexOnepieceOverallHTyrolean2,1.0.0,3
369,clothes,下身,褲裙,キュロット,culottes,裁縫店,700,175,全年,False,可愛,"['日常生活', '悠閒', '度假']",False,,,,BottomsTexPantsHotCulotte1,1.0.0,4
370,clothes,上身,民族風針織衫,ネイティブニット,folk shirt,裁縫店,1300,325,冬季,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexTopOuterLNative0,1.0.0,3
371,clothes,上身,美式足球襯衫,アメフトシャツ,football shirt,裁縫店,1120,280,全年,True,活潑,"['運動', '工作']",False,,,,TopsTexTopTshirtsHAmericanfootball1,1.0.0,8
372,clothes,上身,滑雪外套,スキーウェア,skiwear,裁縫店,1680,420,冬季,True,活潑,"['戶外活動', '運動']",False,,,,TopsTexTopYshirtsLSki4,1.0.0,6
373,clothes,套裝,復古歌星服,スタアのふく,star costume,裁縫店,2800,700,全年,True,華麗,"['派對', '舞台']",False,,,,TopsTexOnepieceOverallLStarsinger0,1.0.0,5
374,clothes,下身,滑雪褲,スキーウェアのズボン,ski pants,裁縫店,1560,390,冬季,False,活潑,"['戶外活動', '運動']",False,,,,BottomsTexPantsWideSki2,1.0.0,6
375,clothes,飾品,口罩,マスク,doctor's mask,裁縫店,140,35,全年,False,簡單,"['日常生活', '恐怖', '悠閒']",False,,,,AccessoryMouthMaskWhite,1.0.0,1
376,clothes,飾品,醫療眼罩,がんたい,post-op patch,裁縫店,490,122,全年,True,簡單,['恐怖'],False,,,,AccessoryGlassEyepatchWhite,1.0.0,1
377,clothes,飾品,滑雪風鏡,スキーゴーグル,ski goggles,裁縫店,980,245,冬季,True,活潑,"['戶外活動', '運動']",False,,,,AccessoryGlassGogglesski1,1.0.0,6
378,clothes,飾品,泳鏡,すいえいゴーグル,goggles,裁縫店,560,140,夏季,True,活潑,"['戶外活動', '運動', '度假']",False,,,,AccessoryGlassGoggles0,1.0.0,6
379,clothes,飾品,復古墨鏡,レトロなサングラス,retro shades,裁縫店,1560,390,全年,True,優雅,"['日常生活', '派對', '度假']",False,,,,AccessoryGlassRetro0,1.0.0,6
380,clothes,飾品,單眼眼罩,アイパッチ,eye patch,裁縫店,140,35,全年,True,酷感,"['童話世界', '恐怖']",False,,,,AccessoryGlassPatchBlack,1.0.0,1
381,clothes,飾品,運動墨鏡,スポーツサングラス,sporty shades,裁縫店,1300,325,全年,True,活潑,"['戶外活動', '運動']",False,,,,AccessoryGlassSports1,1.0.0,5
382,clothes,飾品,飛行員墨鏡,パイロットサングラス,pilot shades,裁縫店,1300,325,全年,True,酷感,"['運動', '工作']",False,,,,AccessoryGlassPilot0,1.0.0,2
383,clothes,飾品,琥珀眼鏡,べっこうめがね,tortoise specs,裁縫店,1040,260,全年,True,簡單,"['日常生活', '正式']",False,,,,AccessoryGlassTortoiseshell2,1.0.0,3
384,clothes,飾品,迷你墨鏡,ちいさいサングラス,tiny shades,裁縫店,1100,275,全年,True,酷感,"['童話世界', '正式']",False,,,,AccessoryGlassMini1,1.0.0,3
385,clothes,飾品,單片眼鏡,モノクル,monocle,裁縫店,1100,275,全年,True,優雅,"['童話世界', '正式', '工作']",False,,,,AccessoryGlassMonocle2,1.0.0,3
386,clothes,飾品,3D眼鏡,3Dめがね,3D glasses,裁縫店,490,122,全年,True,活潑,['派對'],False,,,,AccessoryGlassThreed0,1.0.0,2
387,clothes,飾品,百葉窗墨鏡,ブラインドサングラス,ladder shades,裁縫店,880,220,全年,True,活潑,"['派對', '舞台']",False,,,,AccessoryGlassBlind0,1.0.0,6
388,clothes,上身,仿皮草大衣,フェイクアニマルコート,animal-print coat,裁縫店,2320,580,冬季,True,可愛,['日常生活'],False,,,,TopsTexTopCoatLAnimal3,1.0.0,4
389,clothes,套裝,兩件式無袖連身裙,レイヤーノースリーブワンピ,layered sleeveless dress,裁縫店,1200,300,夏季,True,簡單,"['日常生活', '悠閒']",False,,,,TopsTexOnepieceBoxNLayered2,1.0.0,3
390,clothes,套裝,老虎T恤連身裙,トラのＴシャツワンピ,tiger-face tee dress,裁縫店,1200,300,全年,True,華麗,"['日常生活', '恐怖', '悠閒']",False,,,,TopsTexOnepieceBoxHTiger1,1.0.0,5
391,clothes,套裝,連帽上衣配襯衫連身裙,パーカーインシャツワンピ,parka and shirtdress,裁縫店,1600,400,全年,True,酷感,"['日常生活', '悠閒']",False,,,,TopsTexOnepieceRibLParkershirt2,1.0.0,3
392,clothes,上身,復古大衣,レトロなコート,retro coat,裁縫店,2380,595,冬季,True,優雅,"['日常生活', '正式', '派對']",False,,,,TopsTexTopCoatLRetro2,1.0.0,4
393,clothes,套裝,嬰兒連身衣,ロンパース,baby romper,裁縫店,1920,480,全年,True,可愛,"['童話世界', '悠閒']",False,,,,TopsTexOnepieceOverallLRompers4,1.0.0,8
394,clothes,套裝,緊身連身皮衣,ボンテージ,tight punk outfit,裁縫店,1920,480,全年,True,酷感,['舞台'],False,,,,TopsTexOnepieceOverallLBondage0,1.0.0,2
395,clothes,下身,戶外活動褲,アウトドアパンツ,outdoor shorts,裁縫店,700,175,全年,False,活潑,"['戶外活動', '運動']",False,,,,BottomsTexPantsHalfOutdoor1,1.0.0,8
396,clothes,套裝,超級英雄裝,スーパーヒーロースーツ,superhero uniform,裁縫店,3640,910,全年,True,活潑,"['舞台', '工作']",False,,,,TopsTexOnepieceOverallLSuper2,1.0.0,4
397,clothes,飾品,貓鼻子道具,ネコのつけばな,cat nose,裁縫店,560,140,全年,False,可愛,"['童話世界', '派對', '舞台']",False,,,,AccessoryMouthCat0,1.0.0,3
398,clothes,套裝,墨西哥傳統服裝,チナポブラーナ,china poblana,裁縫店,2520,630,全年,True,優雅,"['日常生活', '正式']",False,,,,TopsTexOnepieceDressHChinapoblanaRed,1.0.0,1
399,clothes,下身,龐克裙褲,ボンテージパンツ,punk pants,裁縫店,1820,455,全年,False,酷感,"['日常生活', '舞台']",False,,,,BottomsTexPantsNormalBondage0,1.0.0,4
400,clothes,上身,草裙舞上衣,フラダンスなトップス,hula top,裁縫店,1200,300,夏季,True,活潑,"['悠閒', '度假']",False,,,,TopsTexTopTshirtsNHula0,1.0.0,5
401,clothes,下身,民族風褲子,エスニックパンツ,vibrant shorts,裁縫店,980,245,全年,False,活潑,"['戶外活動', '度假']",False,,,,BottomsTexPantsHalfEthnic4,1.0.0,5
402,clothes,上身,嘻皮風衣服,ヒッピーなふく,groovy tunic,裁縫店,1680,420,全年,True,活潑,"['日常生活', '舞台']",False,,,,TopsTexTopCoatLHippie0,1.0.0,3
403,clothes,套裝,披肩配連身裙,ショールコーデワンピ,shawl-and-dress combo,裁縫店,2000,500,冬季,True,優雅,"['日常生活', '悠閒']",False,,,,TopsTexOnepieceRibLShawl0,1.0.0,4
404,clothes,下身,膝蓋補丁褲,ひざあてズボン,patched-knee pants,裁縫店,880,220,全年,False,簡單,"['日常生活', '運動', '度假', '工作']",False,,,,BottomsTexPantsWideKnee3,1.0.0,4
405,clothes,飾品,小黃瓜面膜,きゅうりパック,cucumber pack,裁縫店,490,122,全年,False,簡單,['悠閒'],False,,,,AccessoryMouthCucumber,1.0.0,1
406,clothes,飾品,聖誕老人鬍子,サンタのヒゲ,Santa beard,裁縫店,1480,370,全年,False,簡單,"['童話世界', '派對', '工作']",False,,,,AccessoryMouthSanta,1.6.0,1
