id,name_e,name_j,name_c,filename,birthday,catchphrase,colors,favoriteSong,gender,hobby,personality,species,houseImage,wallpaper,flooring,furnitureList
26662,Mathilda,アザラク,亞莎,kgr01,11/12,嘿,"['白色', '紅色']",K.K.讚美詩歌,♀,健康,成熟,袋鼠,kgr01_229_Mathilda,"{'name': '藍色碎花壁紙', 'filename': 'RoomTexWallManor03'}","{'name': '阿拉伯式地板', 'filename': 'RoomTexFloorArabesque00'}","[{'name': '層架式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenFlame.png'}, {'name': '古董床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_0_0.png'}, {'name': '木馬', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_0_0.png'}, {'name': '積木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_0_0.png'}, {'name': '玩具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToybox_Remake_0_0.png'}, {'name': '古董桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableL_Remake_0_0.png'}, {'name': '布穀鳥鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuckooclock_Remake_0_0.png'}, {'name': '積木玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockBrick_Remake_0_0.png'}, {'name': '古董小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png'}, {'name': '古董玄關桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png'}, {'name': '桌燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLampDesk_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '胡桃鉗娃娃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrNutcracker_Remake_0_0.png'}]"
26663,Carrie,マミィ,媽咪,kgr02,12/5,親親,"['紅色', '七彩']",我愛你,♀,大自然,普通,袋鼠,kgr02_230_Carrie,"{'name': '黃色兒童房壁紙', 'filename': 'RoomTexWallToy03'}","{'name': '軟木地板', 'filename': 'RoomTexFloorCork00'}","[{'name': '廚房掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png'}, {'name': '水彩用具組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPaintset_Remake_0_0.png'}, {'name': '空調', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirconditioner_Remake_0_0.png'}, {'name': '古典浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtubCabriole_Remake_0_0.png'}, {'name': '兒童椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_0.png'}, {'name': '迷你冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorMini_Remake_0_0.png'}, {'name': '瀝水碗架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png'}, {'name': '毛巾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTowelrackWall_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '洗臉台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashstand_Remake_0_0.png'}, {'name': '鑄鐵木櫥櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '紅色點點地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDotL02.png'}, {'name': '開水壺', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png'}, {'name': '微波爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_0_0.png'}, {'name': '電飯鍋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRiceCooker_Remake_0_0.png'}, {'name': '黏土玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '衣物櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFashioncase_Remake_0_0.png'}, {'name': '打鈴鬧鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_0_0.png'}, {'name': '淋浴組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_0_0.png'}]"
26664,Astrid,キッズ,童兒,kgr05,9/8,龐克,"['黑色', '七彩']",新奧爾良樂曲,♀,音樂,成熟,袋鼠,kgr05_231_Astrid,"{'name': '後院牆', 'filename': 'RoomSpWallBackyard00'}","{'name': '草坪地板', 'filename': 'RoomTexFloorLawn00'}","[{'name': '鞦韆椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSwingWood_Remake_0_0.png'}, {'name': '彈簧遊樂器材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSpringrider_Remake_0_0.png'}, {'name': '輪胎玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlayingtire_Remake_0_0.png'}, {'name': '輪胎玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlayingtire_Remake_0_0.png'}, {'name': '輪胎玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlayingtire_Remake_0_0.png'}, {'name': '雙卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicaseW_Remake_0_0.png'}, {'name': '充氣沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_0_0.png'}, {'name': '飲水處', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrinkingfountain_Remake_0_0.png'}, {'name': '公園攀爬架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJunglegym_Remake_0_0.png'}, {'name': '三輪車', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTricycle_Remake_0_0.png'}]"
26665,Sylvia,シルビア,希薇亞,kgr06,5/3,對耶,"['黃色', '綠色']",歐陸節拍,♀,音樂,大姐姐,袋鼠,kgr06_232_Sylvia,"{'name': '混凝土牆', 'filename': 'RoomTexWallConcrete00'}","{'name': '灰階配色拼接地毯', 'filename': 'RoomTexFloorPanel00'}","[{'name': 'TOY床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBedS_Remake_0_0.png'}, {'name': 'ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png'}, {'name': '對開冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorDoubledoor_Remake_0_0.png'}, {'name': '餐館沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_0_0.png'}, {'name': '島式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_0_0.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': '黑色木甲板地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDeckM03.png'}, {'name': '黑色木甲板地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDeckM03.png'}, {'name': '工具推車', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolcart_Remake_0_0.png'}, {'name': '鑄鐵木櫥櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_0_0.png'}, {'name': '鑰匙掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png'}, {'name': '工具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolbox_Remake_0_0.png'}, {'name': '微波爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_0_0.png'}, {'name': '果汁機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_0_0.png'}, {'name': '壁掛式工具掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolhanger_Remake_0_0.png'}]"
26666,Walt,カンロク,袋鋼,kgr08,4/24,別裝了,"['黑色', '灰色']",K.K.演歌,♂,健康,暴躁,袋鼠,kgr08_233_Walt,"{'name': '竹林牆', 'filename': 'RoomTexWallChikurin00'}","{'name': '青苔庭園地板', 'filename': 'RoomTexFloorMoss00'}","[{'name': '狸貓擺飾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrnamentTanuki.png'}, {'name': '盆栽架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBonsaiShelf.png'}, {'name': '石水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStonewaterbowl_Remake_0_0.png'}, {'name': '綠色落葉', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFallenleavesGreen.png'}, {'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '竹流水造景', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShishiodoshi_Remake_0_0.png'}, {'name': '竹長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png'}, {'name': '簡約水井', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWell.png'}]"
26667,Rooney,マイク,麥克,kgr09,12/1,做就對了,"['灰色', '黑色']",K.K.好萊塢,♂,健康,暴躁,袋鼠,kgr09_234_Rooney,"{'name': '灰色鐵皮牆', 'filename': 'RoomTexWallTin00'}","{'name': '鐵板地板', 'filename': 'RoomTexFloorSteel00'}","[{'name': '舉重椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPressbench.png'}, {'name': '跑步機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRunningmachine_Remake_0_0.png'}, {'name': '中性色轉角', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRingcornerNeutral_Remake_0_0.png'}, {'name': '沙包', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSandbag_Remake_0_0.png'}, {'name': '速度球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSpeedbag_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': '飲料桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterjug_Remake_0_0.png'}, {'name': '壁掛式風扇', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFanRetroWall_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': '拳擊鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGong.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '乳清蛋白搖搖杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrProtein_Remake_0_0.png'}]"
26668,Marcie,マリア,瑪莉亞,kgr10,5/31,好唷,"['粉色', '米色']",K.K.詠嘆調,♀,大自然,普通,袋鼠,kgr10_235_Marcie,"{'name': '粉紅色拼布牆', 'filename': 'RoomTexWallDollhouse00'}","{'name': '松木地板', 'filename': 'RoomTexFloorSimple00'}","[{'name': '木製矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableM_Remake_0_0.png'}, {'name': '小型白色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS00.png'}, {'name': '櫥櫃式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenSystem_Remake_0_0.png'}, {'name': '燙衣板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_0.png'}, {'name': '洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachine_Remake_0_0.png'}, {'name': '對開冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorDoubledoor_Remake_0_0.png'}, {'name': '套圈圈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrQuoits_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '兒童椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_0.png'}, {'name': '調皮媽媽廚房地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectMomS01.png'}, {'name': '可愛壁掛鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_0_0.png'}, {'name': '平衡吊飾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_0_0.png'}]"
26669,Bud,グラさん,莫敬,lon00,8/8,男人,"['綠色', '黃色']",夏威夷K.K.,♂,健康,運動,獅子,lon00_236_Bud,"{'name': '南方海洋牆', 'filename': 'RoomSpWallTropical00'}","{'name': '沙灘地板', 'filename': 'RoomTexFloorSand00'}","[{'name': '沙灘巾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png'}, {'name': '沙堆城堡', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSandcastle_Remake_0_0.png'}, {'name': '貝殼拱門', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellArch_Remake_0_0.png'}, {'name': '沙灘躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_0_0.png'}, {'name': '沙灘躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachbed_Remake_0_0.png'}, {'name': '沙灘巾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png'}, {'name': '沙灘球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_0_0.png'}, {'name': '戶外桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOutdoortableM_Remake_0_0.png'}, {'name': '雙卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicaseW_Remake_0_0.png'}, {'name': '烏克麗麗', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrUkulele_Remake_0_0.png'}]"
26670,Elvis,キング,皇獅,lon01,7/23,聽懂吧,"['紅色', '黑色']",土耳其樂曲,♂,學術,暴躁,獅子,lon01_237_Elvis,"{'name': '宮殿牆', 'filename': 'RoomSpWallPalace00'}","{'name': '宮殿地板', 'filename': 'RoomTexFloorPalace00'}","[{'name': '處女座豎琴', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacVirgo.png'}, {'name': '水瓶座水瓶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png'}, {'name': '金牛座浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacTaurus.png'}, {'name': '雙魚座燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacPisces.png'}, {'name': '水瓶座水瓶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacAquarius.png'}, {'name': '雙魚座燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacPisces.png'}, {'name': '黃金長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldbench.png'}, {'name': '獅子座雕塑', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacLeo.png'}, {'name': '黃金棺材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCoffin.png'}, {'name': '巨蟹座桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacCancer.png'}, {'name': '黃金餐具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldDishes.png'}]"
26671,Rex,サンデー,晴天,lon02,7/24,獅獅,"['藍色', '淺藍']",流浪,♂,大自然,悠閒,獅子,lon02_238_Rex,"{'name': '山頂牆', 'filename': 'RoomSpWallMountainTop00'}","{'name': '草原地板', 'filename': 'RoomTexFloorGrassland00'}","[{'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}, {'name': '營火', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampfire.png'}, {'name': '油燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLantern_Remake_0_0.png'}, {'name': '煙燻爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSmoker_Remake_0_0.png'}, {'name': '圓木長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolL_Remake_0_0.png'}, {'name': '野餐籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPicnicbasket_Remake_0_0.png'}, {'name': '睡袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSleepingbag_Remake_0_0.png'}, {'name': '野營飯盒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMesstin.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}]"
26672,Leopold,ティーチャー,老獅,lon04,8/14,上課了,"['紫色', '綠色']",K.K.老師,♂,學術,自戀,獅子,lon04_239_Leopold,"{'name': '綠色油漆木牆', 'filename': 'RoomTexWallPaintWood01'}","{'name': '自然風地板磚塊', 'filename': 'RoomTexFloorParquet00'}","[{'name': '骨骼標本', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSchoolSkeleton.png'}, {'name': '置物櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLocker_Remake_0_0.png'}, {'name': '兒童認知海報', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_0_0.png'}, {'name': '講堂桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTableCollage_Remake_0_0.png'}, {'name': '作業文具組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudySet.png'}, {'name': '講堂桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTableCollage_Remake_0_0.png'}, {'name': '獎狀', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png'}, {'name': '書擋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_0_0.png'}, {'name': '講桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSchoolTeachertable_Remake_0_0.png'}, {'name': '壁掛式電視 50吋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTV50inchWall_Remake_0_0.png'}, {'name': '文件堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png'}, {'name': '講堂椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrChairCollage_Remake_0_0.png'}, {'name': '置物櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLocker_Remake_0_0.png'}]"
26673,Mott,リック,李克,lon06,7/10,哈哈哈,"['藍色', '綠色']",K.K.融合爵士樂,♂,健康,運動,獅子,lon06_240_Mott,"{'name': '綠色線板牆', 'filename': 'RoomTexWallPanelMold03'}","{'name': '松木地板', 'filename': 'RoomTexFloorSimple00'}","[{'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '兒童認知海報', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '學習書桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyDesk_Remake_0_0.png'}, {'name': '木製廢紙簍', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTrashboxWood_Remake_0_0.png'}, {'name': 'ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png'}, {'name': '學習椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '打鈴鬧鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_0_0.png'}]"
26674,Rory,アーサー,亞瑟,lon07,8/7,哪哈,"['藍色', '紅色']",沖繩K.K.,♂,音樂,運動,獅子,lon07_241_Rory,"{'name': '紅樹林牆', 'filename': 'RoomTexWallMangrove00'}","{'name': '星星沙灘地板', 'filename': 'RoomTexFloorSandStar00'}","[{'name': '石獅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_0_0.png'}, {'name': '石獅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSekishishi_Remake_0_0.png'}, {'name': '充氣泳池', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGardenpool_Remake_0_0.png'}, {'name': '沙灘球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachball_Remake_0_0.png'}, {'name': '泳池躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPoolsidebed_Remake_0_0.png'}, {'name': '沙灘巾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png'}, {'name': '貝殼桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellTableL_Remake_0_0.png'}, {'name': '貝殼廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_0_0.png'}, {'name': '流動廁所', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCPortable_Remake_0_0.png'}]"
26675,Lionel,ライオネル,賴恩睿,lon08,7/29,正確,"['綠色', '灰色']",K.K.波蕾洛,♂,音樂,自戀,獅子,lon08_242_Lionel,"{'name': '夜景牆', 'filename': 'RoomSpWallNightView00'}","{'name': '藍色簡約地毯', 'filename': 'RoomTexFloorSimpleCarpet01'}","[{'name': '按摩浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJacuzzi_Remake_0_0.png'}, {'name': '古董床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '古董小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png'}, {'name': '古董玄關桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '書房椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingChair_Remake_0_0.png'}, {'name': '迷你冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorMini_Remake_0_0.png'}, {'name': '電子鬧鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDigitalclock_Remake_0_0.png'}, {'name': '書房桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingTable_Remake_0_0.png'}]"
26676,Nana,チッチ,七七,mnk01,8/23,唔唔,"['粉色', '白色']",K.K.敘事歌謠,♀,學術,普通,猴子,mnk01_243_Nana,"{'name': '粉嫩圓點壁紙', 'filename': 'RoomTexWallDot01'}","{'name': '軟木地板', 'filename': 'RoomTexFloorCork00'}","[{'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '櫥櫃式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenSystem_Remake_0_0.png'}, {'name': '火鶴花', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_0_0.png'}, {'name': '木製桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableL_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '紅色點點地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDotL02.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '木製小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableMini_Remake_0_0.png'}, {'name': '加濕器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHumidifier_Remake_0_0.png'}, {'name': '木製椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_0_0.png'}, {'name': '空調', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirconditioner_Remake_0_0.png'}]"
26677,Simon,エテキチ,遠仁,mnk02,1/19,猿猿,"['紅色', '七彩']",K.K.非洲音樂,♂,玩耍,悠閒,猴子,mnk02_9_Simon,"{'name': '星空牆', 'filename': 'RoomSpWallStarSky00'}","{'name': '沙漠地板', 'filename': 'RoomTexFloorDesert00'}","[{'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}, {'name': '營火', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCampfire.png'}, {'name': '野營飯盒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMesstin.png'}, {'name': '煙燻爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSmoker_Remake_0_0.png'}, {'name': '雙卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicaseW_Remake_0_0.png'}, {'name': '火把', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTorch.png'}, {'name': '吊床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHammock_Remake_0_0.png'}]"
